suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Sunnyside,SA,-35.1138,139.3227,Queensland - Outback,76.0,South Australia - South East,South Australia - South East,True
Long Flat,SA,-35.1138,139.3227,Queensland - Outback,76.0,South Australia - South East,South Australia - South East,True
Ettrick,SA,-35.0,139.5667,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Buccleuch,SA,-35.3367,139.8785,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Rocky Gully,SA,-35.0725,139.2614,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
The Point,SA,-35.2167,139.3833,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Cadell Lagoon,SA,-34.0388,139.7639,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Kongolia,SA,-34.65,139.3667,Ipswich,76.0,South Australia - South East,South Australia - South East,True
Kingswood,SA,-34.9713,138.6136,Townsville,72.0,Adelaide - South,Adelaide - South,True
Springfield,SA,-34.9782,138.6325,,72.0,Adelaide - South,Adelaide - South,True
Mitcham Shopping Centre,SA,-34.98,138.6167,Townsville,72.0,Adelaide - South,Adelaide - South,True
Netherby,SA,-34.9705,138.625,Townsville,72.0,Adelaide - South,Adelaide - South,True
Mitcham,SA,-34.9789,138.6218,Townsville,72.0,Adelaide - South,Adelaide - South,True
Stirling,SA,-35.0022,138.7196,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Mount George,SA,-35.014,138.7665,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Bridgewater,SA,-35.014,138.7665,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Mount Barker,SA,-35.0667,138.8667,Mackay - Isaac - Whitsunday,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Mount Gambier Dc,SA,-37.8318,140.7792,,76.0,South Australia - South East,South Australia - South East,True
Bibliando,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wilcowie,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Three Creeks,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Witchitie,SA,-32.1572,138.9236,Ipswich,75.0,South Australia - Outback,South Australia - Outback,True
Holowiliena South,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Holowiliena,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Baratta,SA,-32.2748,138.6181,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Laura,SA,-33.1852,138.3023,Cairns,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wepowie,SA,-32.8333,138.4833,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Melrose,SA,-32.8253,138.1863,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Davenport,SA,-32.5484,137.8123,Townsville,75.0,South Australia - Outback,South Australia - Outback,True
Port Augusta North,SA,-32.4799,137.838,,75.0,South Australia - Outback,South Australia - Outback,True
Willsden,SA,-32.5484,137.8123,Townsville,75.0,South Australia - Outback,South Australia - Outback,True
Miranda,SA,-32.7249,137.9029,,75.0,South Australia - Outback,South Australia - Outback,True
Strathalbyn,SA,-35.2598,138.8925,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Salem,SA,-35.147,139.0261,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Hartley,SA,-35.2029,139.0359,,76.0,South Australia - South East,South Australia - South East,True
Mount Observation,SA,-35.2751,138.9763,,76.0,South Australia - South East,South Australia - South East,True
Nalpa,SA,-35.3667,139.3167,Logan - Beaudesert,76.0,South Australia - South East,South Australia - South East,True
Trihi,SA,-37.5054,140.6197,Townsville,76.0,South Australia - South East,South Australia - South East,True
Mayfield,SA,-33.5497,138.6064,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Washpool,SA,-33.5497,138.6064,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Spalding,SA,-33.4979,138.6075,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Gladstone,SA,-33.2669,138.3566,Cairns,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Evandale,SA,-34.9055,138.6354,Darling Downs - Maranoa,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Maylands,SA,-34.9113,138.6367,Cairns,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
St Peters,SA,-34.905,138.6225,Central Queensland,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Glynde Plaza,SA,-34.8981,138.6417,Mackay - Isaac - Whitsunday,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Glynde Dc,SA,-34.8981,138.6417,Mackay - Isaac - Whitsunday,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Kent Town Dc,SA,-34.9216,138.6201,Gold Coast,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Sturt,SA,-35.023,138.5548,Central Queensland,72.0,Adelaide - South,Adelaide - South,True
Darlington,SA,-35.0315,138.5553,,72.0,Adelaide - South,Adelaide - South,True
Blackwood,SA,-35.0214,138.6143,,72.0,Adelaide - South,Adelaide - South,True
Woodcroft,SA,-35.1024,138.5629,,72.0,Adelaide - South,Adelaide - South,True
Onkaparinga Heights,SA,-35.147,138.5302,Mackay - Isaac - Whitsunday,72.0,Adelaide - South,Adelaide - South,True
Christies Beach North,SA,-35.1388,138.4723,Wide Bay,72.0,Adelaide - South,Adelaide - South,True
Pedler Creek,SA,-35.2242,138.5446,Darling Downs - Maranoa,72.0,Adelaide - South,Adelaide - South,True
Erskine,SA,-32.7333,138.85,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Dawson,SA,-32.8,138.9667,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Peterborough,SA,-32.9721,138.8407,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Waroonee,SA,-32.8928,138.9218,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wiawera,SA,-32.297,140.4194,,75.0,South Australia - Outback,South Australia - Outback,True
Wompinie,SA,-32.0615,140.7772,Brisbane - South,75.0,South Australia - Outback,South Australia - Outback,True
Weekeroo,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Pualco Range,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Waukaringa,SA,-32.3,139.4333,Cairns,75.0,South Australia - Outback,South Australia - Outback,True
Quinyambie,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Wadnaminga,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Tepco Station,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Mundi Mundi,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Mount Victor Station,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Melton Station,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Netley Gap,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Martins Well,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Tikalina,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Mulyungarie,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Kalkaroo,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Kalabity,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Billeroo West,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Benda,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Erudina,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Abminga Station,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Bindarrah,SA,-32.1463,140.6671,Brisbane - South,75.0,South Australia - Outback,South Australia - Outback,True
Manunda Station,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Curnamona,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Bulloo Creek,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Boolcoomatta,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Bimbowrie,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Devonborough Downs,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Outalpa,SA,-32.346,140.1703,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Oulnina,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Oulnina Park,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Plumbago,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Winnininnie,SA,-32.3144,140.2065,Wide Bay,75.0,South Australia - Outback,South Australia - Outback,True
Burton,SA,-34.7334,138.6025,Central Queensland,71.0,Adelaide - North,Adelaide - North,True
St Kilda,SA,-34.7458,138.5902,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Davoren Park South,SA,-34.6906,138.6686,Darling Downs - Maranoa,71.0,Adelaide - North,Adelaide - North,True
Davoren Park North,SA,-34.7003,138.6756,Mackay - Isaac - Whitsunday,71.0,Adelaide - North,Adelaide - North,True
Elizabeth West Dc,SA,-34.7003,138.6756,Mackay - Isaac - Whitsunday,71.0,Adelaide - North,Adelaide - North,True
Gawler,SA,-34.6025,138.749,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Reid,SA,-34.5961,138.7367,,71.0,Adelaide - North,Adelaide - North,True
Kangaroo Flat,SA,-34.55,138.7,Cairns,71.0,Adelaide - North,Adelaide - North,True
Kingsford,SA,-34.5961,138.7367,,71.0,Adelaide - North,Adelaide - North,True
Croydon,SA,-34.8937,138.5669,,73.0,Adelaide - West,Adelaide - West,True
Croydon Park,SA,-34.8803,138.5678,,73.0,Adelaide - West,Adelaide - West,True
Croydon Park South,SA,-34.8803,138.5678,,73.0,Adelaide - West,Adelaide - West,True
Dudley Park,SA,-34.8756,138.5773,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Devon Park,SA,-34.8865,138.5823,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Regency Park Bc,SA,-34.8629,138.5641,Toowoomba,73.0,Adelaide - West,Adelaide - West,True
Queenstown,SA,-34.8609,138.5105,,73.0,Adelaide - West,Adelaide - West,True
Albert Park,SA,-34.872,138.5197,,73.0,Adelaide - West,Adelaide - West,True
Hendon,SA,-34.8746,138.5146,,73.0,Adelaide - West,Adelaide - West,True
Alberton,SA,-34.8593,138.5214,,73.0,Adelaide - West,Adelaide - West,True
Cheltenham,SA,-34.8679,138.5234,,73.0,Adelaide - West,Adelaide - West,True
Osborne,SA,-34.798,138.498,Queensland - Outback,73.0,Adelaide - West,Adelaide - West,True
North Haven,SA,-34.7883,138.4916,Logan - Beaudesert,73.0,Adelaide - West,Adelaide - West,True
Paradise,SA,-34.8736,138.669,Wide Bay,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Prospect West,SA,-34.8939,138.592,Moreton Bay - North,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Prospect East,SA,-34.8939,138.592,Moreton Bay - North,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Fitzroy,SA,-34.8968,138.5914,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Prospect,SA,-34.8824,138.5933,Queensland - Outback,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Blair Athol,SA,-34.8589,138.5966,,71.0,Adelaide - North,Adelaide - North,True
Kilburn North,SA,-34.8593,138.5911,,71.0,Adelaide - North,Adelaide - North,True
Blair Athol West,SA,-34.8593,138.5911,,71.0,Adelaide - North,Adelaide - North,True
Enfield Plaza,SA,-34.8544,138.6176,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Northgate,SA,-34.8578,138.6291,Ipswich,71.0,Adelaide - North,Adelaide - North,True
Bruce,SA,-32.4667,138.2,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Port Flinders,SA,-32.8971,138.0098,Darling Downs - Maranoa,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Arkaroola Village,SA,-30.3116,139.3356,Toowoomba,75.0,South Australia - Outback,South Australia - Outback,True
Wilkatana Station,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
South Gap,SA,-33.5241,138.0404,Darling Downs - Maranoa,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wallerberdina,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Pernatty,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Kootaberra,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Lake Torrens Station,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wintabatinyana,SA,-33.892,137.903,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Illeroo,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Wartaka,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Lincoln Gap,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Yalymboo,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Carriewerloo,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Yudnapinna,SA,-32.2125,136.5539,,75.0,South Australia - Outback,South Australia - Outback,True
Gilberton,SA,-34.9005,138.6126,Darling Downs - Maranoa,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Walkerville,SA,-34.8919,138.6171,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Cavan,SA,-34.8291,138.5985,Cairns,71.0,Adelaide - North,Adelaide - North,True
The Levels,SA,-34.8203,138.6172,Townsville,71.0,Adelaide - North,Adelaide - North,True
Parafield Airport,SA,-34.7847,138.6427,Ipswich,71.0,Adelaide - North,Adelaide - North,True
Salisbury North Whites Road,SA,-34.7602,138.6211,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Salisbury,SA,-34.7667,138.6333,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Edinburgh Raaf,SA,-34.7462,138.6375,Darling Downs - Maranoa,71.0,Adelaide - North,Adelaide - North,True
Riverlea Park,SA,-34.6758,138.551,,71.0,Adelaide - North,Adelaide - North,True
Virginia,SA,-34.6663,138.5603,,71.0,Adelaide - North,Adelaide - North,True
Golden Grove Village,SA,-34.7745,138.7236,Brisbane - South,71.0,Adelaide - North,Adelaide - North,True
Lowaldie,SA,-35.0519,139.991,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Mootatunga,SA,-34.9614,140.8416,,76.0,South Australia - South East,South Australia - South East,True
Kulkami,SA,-35.1667,140.2833,Townsville,76.0,South Australia - South East,South Australia - South East,True
Venus Bay,SA,-33.2333,134.6833,,75.0,South Australia - Outback,South Australia - Outback,True
Tulka North,SA,-34.4202,135.8125,Gold Coast,75.0,South Australia - Outback,South Australia - Outback,True
Warrow,SA,-34.3333,135.4667,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Horse Peninsula,SA,-34.4202,135.8125,Gold Coast,75.0,South Australia - Outback,South Australia - Outback,True
Warunda,SA,-34.4202,135.8125,Gold Coast,75.0,South Australia - Outback,South Australia - Outback,True
Peachna,SA,-33.7667,135.7167,,75.0,South Australia - Outback,South Australia - Outback,True
Farm Beach,SA,-34.4962,135.3967,,75.0,South Australia - Outback,South Australia - Outback,True
Warrachie,SA,-33.65,135.7167,,75.0,South Australia - Outback,South Australia - Outback,True
Sullivan,SA,-35.1188,138.4734,,72.0,Adelaide - South,Adelaide - South,True
Cangara,SA,-36.3618,140.7575,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Buckingham,SA,-36.3444,140.5818,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Hillcrest,SA,-34.8625,138.6431,Central Queensland,71.0,Adelaide - North,Adelaide - North,True
Highbury,SA,-34.8529,138.6975,,71.0,Adelaide - North,Adelaide - North,True
Modbury North Dc,SA,-34.8238,138.6809,,71.0,Adelaide - North,Adelaide - North,True
St Agnes,SA,-34.8308,138.7107,,71.0,Adelaide - North,Adelaide - North,True
Salisbury East Northbri Ave,SA,-34.7728,138.6634,Queensland - Outback,71.0,Adelaide - North,Adelaide - North,True
Bayah,SA,-34.61,140.3042,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Deepwater,SA,-36.0037,139.9243,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Bunbury,SA,-36.1667,139.9833,,76.0,South Australia - South East,South Australia - South East,True
Sherwood,SA,-36.1278,140.4299,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Smithville,SA,-35.2361,140.3645,,76.0,South Australia - South East,South Australia - South East,True
Butler,SA,-34.1167,136.1,Mackay - Isaac - Whitsunday,75.0,South Australia - Outback,South Australia - Outback,True
Kings Park,SA,-34.9638,138.5909,Cairns,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Goodwood,SA,-34.9509,138.5923,Wide Bay,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Hyde Park,SA,-34.9547,138.6011,Townsville,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Unley Bc,SA,-34.9569,138.6053,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Unley Dc,SA,-34.9569,138.6053,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Malvern,SA,-34.9592,138.6125,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Clare,SA,-33.8332,138.6106,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Spring Farm,SA,-33.8706,138.6024,Townsville,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Spring Gully,SA,-33.8706,138.6024,Townsville,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Emu Flat,SA,-33.8706,138.6024,Townsville,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Hill River,SA,-33.8853,138.6713,Brisbane - South,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Windsor,SA,-34.4219,138.3308,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Avon,SA,-34.2839,138.336,Ipswich,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Lochiel,SA,-33.9333,138.1667,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
North Adelaide Melbourne St,SA,-34.9073,138.5914,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Laurie Park,SA,-36.9554,140.6979,,76.0,South Australia - South East,South Australia - South East,True
The Gap,SA,-36.9554,140.6979,,76.0,South Australia - South East,South Australia - South East,True
Wild Dog Valley,SA,-36.9554,140.6979,,76.0,South Australia - South East,South Australia - South East,True
Cadgee,SA,-36.9554,140.6979,,76.0,South Australia - South East,South Australia - South East,True
Pelican Point,SA,-37.8823,140.7058,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
