suburb,state,latitude,longitude,index_right,id,name,additional,type,major_name,major_na_1,territoria,population,name_ascii,addition_1,major_na_2,territor_1,final_region,was_different
Kaiwhitu Island,Kaipara District,-36.24036020123565,174.18882934649167,1790.0,4413.0,Kaiwhitu Island,Kaipara Harbour,Island,,,Kaipara District,,Kaiwhitu Island,Kaipara Harbour,,Kaipara District,Kaipara District,False
Days Bay,Auckland,-36.81095050148672,175.16590054509902,1791.0,7999.0,Days Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Days Bay,Hauraki Gulf,,Auckland,Auckland,False
Tuputupungahau Island,Far North District,-34.78749149433803,173.3779079852125,1792.0,5078.0,Tuputupungahau Island,"Moturoa Islands, Whale Island",Island,,,Far North District,,Tuputupungahau Island,"Moturoa Islands, Whale Island",,Far North District,Far North District,False
Mana Island,Porirua City,-41.08767556755084,174.780879417796,1793.0,4482.0,Mana Island,,Island,,,Porirua City,,Mana Island,,,Porirua City,Porirua City,False
Mokopeke Bay,Marlborough District,-41.14876187700117,174.36496664298787,1794.0,8167.0,Mokopeke Bay,"Onauku Bay, East Bay, Queen Charlotte Sound (Totaranui)",Coastal Bay,,,Marlborough District,,Mokopeke Bay,"Onauku Bay, East Bay, Queen Charlotte Sound (Totaranui)",,Marlborough District,Marlborough District,False
Motukotare Island,Area outside Territorial Authority,-37.68357751078217,177.72343462277328,1795.0,4577.0,Motukotare Island,Bay Of Plenty,Island,,,Area outside Territorial Authority,,Motukotare Island,Bay Of Plenty,,Area outside Territorial Authority,Area outside Territorial Authority,False
Moutoki Island,Area outside Territorial Authority,-37.831593869369314,176.8838395268569,1796.0,4686.0,Moutoki Island,Bay Of Plenty,Island,,,Area outside Territorial Authority,,Moutoki Island,Bay Of Plenty,,Area outside Territorial Authority,Area outside Territorial Authority,False
Doughboy Bay,Area outside Territorial Authority,-47.033913979658735,167.68486623214926,1797.0,8015.0,Doughboy Bay,,Coastal Bay,,,Area outside Territorial Authority,,Doughboy Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Andersons Cove,Area outside Territorial Authority,-36.04468914771181,174.56486914285986,1798.0,6591.0,Andersons Cove,Bream Bay,Coastal Bay,,,Area outside Territorial Authority,,Andersons Cove,Bream Bay,,Area outside Territorial Authority,Area outside Territorial Authority,False
Karamea / Red Island,Hastings District,-39.858211420501306,176.98840192500177,1799.0,4420.0,Karamea / Red Island,"Karamea, Red Island",Island,,,Hastings District,,Karamea / Red Island,"Karamea, Red Island",,Hastings District,Hastings District,False
Taupō Bay / West Bay,Area outside Territorial Authority,-34.9931627021953,173.71467206145363,1800.0,7589.0,Taupō Bay / West Bay,"Whangaroa Bay, West Bay",Coastal Bay,,,Area outside Territorial Authority,,Taupo Bay / West Bay,"Whangaroa Bay, West Bay",,Area outside Territorial Authority,Area outside Territorial Authority,False
Third Cove,Southland District,-45.52501307356416,166.87068089187912,1801.0,7678.0,Third Cove,Te Puaitaha / Breaksea Sound,Coastal Bay,,,Southland District,,Third Cove,Te Puaitaha / Breaksea Sound,,Southland District,Southland District,False
Pipi Bay,Marlborough District,-41.33431066403076,174.1418462912094,1802.0,7373.0,Pipi Bay,"Port Underwood, Cook Strait",Coastal Bay,,,Marlborough District,,Pipi Bay,"Port Underwood, Cook Strait",,Marlborough District,Marlborough District,False
Papahuia Bay,Whangarei District,-35.379028661769894,174.3689674743908,1803.0,7326.0,Papahuia Bay,Whangaruru Harbour,Coastal Bay,,,Whangarei District,,Papahuia Bay,Whangaruru Harbour,,Whangarei District,Whangarei District,False
Toetoes Bay,Area outside Territorial Authority,-46.58852872729064,168.72810003729492,1804.0,7693.0,Toetoes Bay,,Coastal Bay,,,Area outside Territorial Authority,,Toetoes Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Momona Bay,Area outside Territorial Authority,-36.64022757441553,175.7915269010994,1805.0,8168.0,Momona Bay,,Coastal Bay,,,Area outside Territorial Authority,,Momona Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Middle Island,Thames-Coromandel District,-36.95778791974789,176.08146474204764,1806.0,4503.0,Middle Island,The Aldermen Islands,Island,,,Thames-Coromandel District,,Middle Island,The Aldermen Islands,,Thames-Coromandel District,Thames-Coromandel District,False
Pūrākaunui Bay,Area outside Territorial Authority,-45.73797783063485,170.62186550433412,1807.0,7410.0,Pūrākaunui Bay,,Coastal Bay,,,Area outside Territorial Authority,,Purakaunui Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Shanghai Bay,Westland District,-42.795812160708,170.9040753257064,1808.0,7495.0,Shanghai Bay,Lake Mahinapua,Inland Bay,,,Westland District,,Shanghai Bay,Lake Mahinapua,,Westland District,Westland District,False
Murderers Cove,Area outside Territorial Authority,-47.24425464895984,167.4207510349228,1809.0,8171.0,Murderers Cove,,Coastal Bay,,,Area outside Territorial Authority,,Murderers Cove,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Islet Cove,Southland District,-45.94761953204797,166.76159913484128,1810.0,6951.0,Islet Cove,Te Korowhakaunu / Cunaris Sound,Coastal Bay,,,Southland District,,Islet Cove,Te Korowhakaunu / Cunaris Sound,,Southland District,Southland District,False
Matiatia Bay,Auckland,-36.7812936098847,174.9876823526144,1811.0,8152.0,Matiatia Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Matiatia Bay,Hauraki Gulf,,Auckland,Auckland,False
Bird Island,Southland District,-46.7680590530956,168.42322296163184,1812.0,4185.0,Bird Island,,Island,,,Southland District,,Bird Island,,,Southland District,Southland District,False
Three Legged Woodhen,Area outside Territorial Authority,-47.114524443379445,167.57842453748188,1813.0,8366.0,Three Legged Woodhen,,Coastal Bay,,,Area outside Territorial Authority,,Three Legged Woodhen,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Jane Coves,Southland District,-46.01972893468584,166.73985298392648,1814.0,6961.0,Jane Coves,Long Sound,Coastal Bay,,,Southland District,,Jane Coves,Long Sound,,Southland District,Southland District,False
Kauritutahi Island,Auckland,-37.09191185910821,174.65956322950368,1815.0,4424.0,Kauritutahi Island,Manukau Harbour,Island,,,Auckland,,Kauritutahi Island,Manukau Harbour,,Auckland,Auckland,False
Tokoroa Bay,Area outside Territorial Authority,-43.83445880909452,172.73757418906112,1816.0,7698.0,Tokoroa Bay,,Coastal Bay,,,Area outside Territorial Authority,,Tokoroa Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Snipe Bay,Far North District,-34.53438086279421,172.89057598586936,1817.0,7517.0,Snipe Bay,Pārengarenga Harbour,Coastal Bay,,,Far North District,,Snipe Bay,Parengarenga Harbour,,Far North District,Far North District,False
Te Tio Island,Thames-Coromandel District,-36.830711273838034,175.82194545929724,1818.0,5010.0,Te Tio Island,,Island,,,Thames-Coromandel District,,Te Tio Island,,,Thames-Coromandel District,Thames-Coromandel District,False
Harrison Cove,Southland District,-44.62702505323892,167.90936814269816,1819.0,6890.0,Harrison Cove,Milford Sound / Piopiotahi,Coastal Bay,,,Southland District,,Harrison Cove,Milford Sound / Piopiotahi,,Southland District,Southland District,False
Waimama Bay,Area outside Territorial Authority,-37.27072196725702,175.90014334904498,1820.0,7763.0,Waimama Bay,Bay Of Plenty,Coastal Bay,,,Area outside Territorial Authority,,Waimama Bay,Bay Of Plenty,,Area outside Territorial Authority,Area outside Territorial Authority,False
Oteranga Bay,Area outside Territorial Authority,-41.29930013221588,174.62503521493852,1821.0,7303.0,Oteranga Bay,Cook Strait,Coastal Bay,,,Area outside Territorial Authority,,Oteranga Bay,Cook Strait,,Area outside Territorial Authority,Area outside Territorial Authority,False
Cockle Cove,Marlborough District,-41.18181033248548,174.17329939468928,1822.0,8438.0,Cockle Cove,"Bay Of Many Coves (Miritu Bay), Queen Charlotte Sound (Totaranui)",Coastal Bay,,,Marlborough District,,Cockle Cove,"Bay Of Many Coves (Miritu Bay), Queen Charlotte Sound (Totaranui)",,Marlborough District,Marlborough District,False
Bark Bay,Tasman District,-40.91672753484922,173.05416500441953,1823.0,6614.0,Bark Bay,Tasman Bay,Coastal Bay,,,Tasman District,,Bark Bay,Tasman Bay,,Tasman District,Tasman District,False
Taramea Bay,Area outside Territorial Authority,-46.36370502802341,168.02390102625438,1824.0,7585.0,Taramea Bay,Howells Roads,Coastal Bay,,,Area outside Territorial Authority,,Taramea Bay,Howells Roads,,Area outside Territorial Authority,Area outside Territorial Authority,False
Orongatea Bay,Area outside Territorial Authority,-37.26827138798814,176.27113220971987,1825.0,8223.0,Orongatea Bay,Bay Of Plenty,Coastal Bay,,,Area outside Territorial Authority,,Orongatea Bay,Bay Of Plenty,,Area outside Territorial Authority,Area outside Territorial Authority,False
Kaipapa Bay,Marlborough District,-41.22549530364231,174.07165225766454,1826.0,6980.0,Kaipapa Bay,Queen Charlotte Sound (Totaranui),Coastal Bay,,,Marlborough District,,Kaipapa Bay,Queen Charlotte Sound (Totaranui),,Marlborough District,Marlborough District,False
Rapahoe,Grey District,-42.38247089701723,171.24555392619055,1827.0,2513.0,Rapahoe,,Suburb,Greymouth,Town,Grey District,110.0,Rapahoe,,Greymouth,Grey District,Grey District,False
Te Rātā Bay,Rotorua District,-38.242510193678406,176.43796216550967,1828.0,8750.0,Te Rātā Bay,Lake Tarawera,Inland Bay,,,Rotorua District,,Te Rata Bay,Lake Tarawera,,Rotorua District,Rotorua District,False
Ruamahuanui Island,Thames-Coromandel District,-36.95317179475654,176.09477999820217,1829.0,4903.0,Ruamahuanui Island,The Aldermen Islands,Island,,,Thames-Coromandel District,,Ruamahuanui Island,The Aldermen Islands,,Thames-Coromandel District,Thames-Coromandel District,False
Motutara Island,Auckland,-36.47683940918159,174.79074035818553,1830.0,8942.0,Motutara Island,Hauraki Gulf,Island,,,Auckland,,Motutara Island,Hauraki Gulf,,Auckland,Auckland,False
Dowling Bay,Dunedin City,-45.791221358469535,170.66216994431483,1831.0,6775.0,Dowling Bay,Otago Harbour,Coastal Bay,,,Dunedin City,,Dowling Bay,Otago Harbour,,Dunedin City,Dunedin City,False
Pleasant Bay,Southland District,-45.22175321108596,167.8090536612538,1832.0,7376.0,Pleasant Bay,Lake Te Anau,Inland Bay,,,Southland District,,Pleasant Bay,Lake Te Anau,,Southland District,Southland District,False
Lynfield Cove,Auckland,-36.928255005201,174.71056534991092,1833.0,7077.0,Lynfield Cove,"Blockhouse Bay, Manukau Harbour",Coastal Bay,,,Auckland,,Lynfield Cove,"Blockhouse Bay, Manukau Harbour",,Auckland,Auckland,False
Flat Island,Thames-Coromandel District,-36.71059779368844,175.86749822775553,1834.0,4302.0,Flat Island,,Island,,,Thames-Coromandel District,,Flat Island,,,Thames-Coromandel District,Thames-Coromandel District,False
Whataroa Bay,Marlborough District,-41.323508552178026,174.1568455729021,1835.0,7868.0,Whataroa Bay,"Port Underwood, Cook Strait",Coastal Bay,,,Marlborough District,,Whataroa Bay,"Port Underwood, Cook Strait",,Marlborough District,Marlborough District,False
Okuri Bay,Marlborough District,-40.97904962358947,173.7816980534066,1836.0,7237.0,Okuri Bay,,Coastal Bay,,,Marlborough District,,Okuri Bay,,,Marlborough District,Marlborough District,False
Okete Bay,Waikato District,-37.80597727167459,174.91971351201863,1837.0,8199.0,Okete Bay,Whaingaroa Harbour,Coastal Bay,,,Waikato District,,Okete Bay,Whaingaroa Harbour,,Waikato District,Waikato District,False
Pohutukawa Bay,Auckland,-36.846331423485125,175.14727039366,1838.0,8490.0,Pohutukawa Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Pohutukawa Bay,Hauraki Gulf,,Auckland,Auckland,False
Taemaro Bay,Area outside Territorial Authority,-34.94206562520335,173.57662184919954,1839.0,7560.0,Taemaro Bay,,Coastal Bay,,,Area outside Territorial Authority,,Taemaro Bay,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Arakaninihi Island,Area outside Territorial Authority,-35.71799837815842,174.56812630969554,1840.0,4145.0,Arakaninihi Island,,Island,,,Area outside Territorial Authority,,Arakaninihi Island,,,Area outside Territorial Authority,Area outside Territorial Authority,False
South Arm,Area outside Territorial Authority,-47.23076949687916,167.60910189199936,1841.0,8586.0,South Arm,Port Pegasus / Pikihatiti,Coastal Bay,,,Area outside Territorial Authority,,South Arm,Port Pegasus / Pikihatiti,,Area outside Territorial Authority,Area outside Territorial Authority,False
Munro Bay,Whangarei District,-35.79174702497264,174.48753309208868,1842.0,7176.0,Munro Bay,Whangārei Harbour,Coastal Bay,,,Whangarei District,,Munro Bay,Whangarei Harbour,,Whangarei District,Whangarei District,False
Patamure Bay,Area outside Territorial Authority,-36.253625902352624,174.21029650844488,1843.0,7351.0,Patamure Bay,Kaipara Harbour,Coastal Bay,,,Area outside Territorial Authority,,Patamure Bay,Kaipara Harbour,,Area outside Territorial Authority,Area outside Territorial Authority,False
Ohinerau Bay,Auckland,-36.81964796095561,174.9506788352815,1844.0,8476.0,Ohinerau Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Ohinerau Bay,Hauraki Gulf,,Auckland,Auckland,False
Te Anaputa Island,Area outside Territorial Authority,-35.00003008742353,173.96235315249064,1845.0,4989.0,Te Anaputa Island,Cavalli Islands,Island,,,Area outside Territorial Authority,,Te Anaputa Island,Cavalli Islands,,Area outside Territorial Authority,Area outside Territorial Authority,False
Long Bay,Auckland,-36.25539035507225,175.38850008437882,1846.0,8127.0,Long Bay,Hauraki Gulf,Coastal Bay,,,Auckland,,Long Bay,Hauraki Gulf,,Auckland,Auckland,False
Maukatia Bay,Auckland,-36.83645390844938,174.42502875236673,1847.0,8144.0,Maukatia Bay,Maori Bay,Coastal Bay,,,Auckland,,Maukatia Bay,Maori Bay,,Auckland,Auckland,False
Wharekupenga Bay,Marlborough District,-41.14589542618431,174.34168220308715,1848.0,8422.0,Wharekupenga Bay,"Onauku Bay, East Bay, Queen Charlotte Sound (Totaranui)",Coastal Bay,,,Marlborough District,,Wharekupenga Bay,"Onauku Bay, East Bay, Queen Charlotte Sound (Totaranui)",,Marlborough District,Marlborough District,False
Fowlers Arm,Southland District,-45.8175989051269,167.5082305417093,1849.0,6827.0,Fowlers Arm,Monowai Lake,Inland Bay,,,Southland District,,Fowlers Arm,Monowai Lake,,Southland District,Southland District,False
Calm Bay,Southland District,-45.48348228848791,167.51957614349496,1850.0,6674.0,Calm Bay,Lake Manapouri,Inland Bay,,,Southland District,,Calm Bay,Lake Manapouri,,Southland District,Southland District,False
Motukaraka Island,Ōtorohanga District,-38.09821065807538,174.86170863318864,1851.0,4552.0,Motukaraka Island,Kawhia Harbour,Island,,,Ōtorohanga District,,Motukaraka Island,Kawhia Harbour,,Otorohanga District,Ōtorohanga District,False
Sandfly Bay,Tasman District,-40.925994130574594,173.05795770230105,1852.0,7468.0,Sandfly Bay,Tasman Bay,Coastal Bay,,,Tasman District,,Sandfly Bay,Tasman Bay,,Tasman District,Tasman District,False
Taiwawe Bay,Area outside Territorial Authority,-35.4355535797516,174.38232318152046,1853.0,7570.0,Taiwawe Bay,Helena Bay,Coastal Bay,,,Area outside Territorial Authority,,Taiwawe Bay,Helena Bay,,Area outside Territorial Authority,Area outside Territorial Authority,False
Breeze Bay,Christchurch City,-43.59659515027632,172.78469550445834,1854.0,6656.0,Breeze Bay,Lyttelton Harbour/Whakaraupō,Coastal Bay,,,Christchurch City,,Breeze Bay,Lyttelton Harbour/Whakaraupo,,Christchurch City,Christchurch City,False
Motumānawa / Pollen Island,Auckland,-36.86284223736809,174.669931732254,1855.0,4822.0,Motumānawa / Pollen Island,Waitematā Harbour,Island,,,Auckland,,Motumanawa / Pollen Island,Waitemata Harbour,,Auckland,Auckland,False
Fisherman Bay,Southland District,-45.97624182129626,166.55865534278055,1856.0,8451.0,Fisherman Bay,North Port,Coastal Bay,,,Southland District,,Fisherman Bay,North Port,,Southland District,Southland District,False
Orokaraka Bay,Area outside Territorial Authority,-35.04127995341009,173.91972820264766,1857.0,7279.0,Orokaraka Bay,Cavalli Passage,Coastal Bay,,,Area outside Territorial Authority,,Orokaraka Bay,Cavalli Passage,,Area outside Territorial Authority,Area outside Territorial Authority,False
Oruruhoa Bay,Far North District,-35.22941321586406,174.25802165482315,1858.0,7287.0,Oruruhoa Bay,"Te Rawhiti Inlet, Bay Of Islands, Kaimarama Bay",Coastal Bay,,,Far North District,,Oruruhoa Bay,"Te Rawhiti Inlet, Bay Of Islands, Kaimarama Bay",,Far North District,Far North District,False
Kawhitu or Stanley Island,Thames-Coromandel District,-36.64025305278817,175.88625523292367,1859.0,4427.0,Kawhitu or Stanley Island,Mercury Islands,Island,,,Thames-Coromandel District,,Kawhitu or Stanley Island,Mercury Islands,,Thames-Coromandel District,Thames-Coromandel District,False
Pupuia Island,Kaipara District,-36.22188104773215,174.16676762514663,1860.0,4848.0,Pupuia Island,Kaipara Harbour,Island,,,Kaipara District,,Pupuia Island,Kaipara Harbour,,Kaipara District,Kaipara District,False
Fish Bay,Marlborough District,-41.17790765627973,174.05911091746574,1861.0,6809.0,Fish Bay,Kenepuru Sound,Coastal Bay,,,Marlborough District,,Fish Bay,Kenepuru Sound,,Marlborough District,Marlborough District,False
Mākaro / Ward Island,Lower Hutt City,-41.29396546473815,174.87158905976935,1862.0,4480.0,Mākaro / Ward Island,"Makaro, Ward Island, Wellington Harbour / Port Nicholson",Island,,,Lower Hutt City,,Makaro / Ward Island,"Makaro, Ward Island, Wellington Harbour / Port Nicholson",,Lower Hutt City,Lower Hutt City,False
Holmes Bay,Christchurch City,-43.67241557736112,172.889113154478,1863.0,6923.0,Holmes Bay,Pigeon Bay,Coastal Bay,,,Christchurch City,,Holmes Bay,Pigeon Bay,,Christchurch City,Christchurch City,False
Rosa Island,Southland District,-47.16000226030136,167.70119983304951,1864.0,4897.0,Rosa Island,North Arm,Island,,,Southland District,,Rosa Island,North Arm,,Southland District,Southland District,False
Waioioi Reef,Area outside Territorial Authority,-38.122546947196014,174.68076026516255,1865.0,5099.0,Waioioi Reef,,Island,,,Area outside Territorial Authority,,Waioioi Reef,,,Area outside Territorial Authority,Area outside Territorial Authority,False
Mabel Island,Marlborough District,-41.26872909160021,174.0145616478702,1866.0,4470.0,Mabel Island,Picton Harbour,Island,,,Marlborough District,,Mabel Island,Picton Harbour,,Marlborough District,Marlborough District,False
